source,target
GlaxoSmith,"Kelly, Mark"
GlaxoSmith,"McCormick, Dave"
GlaxoSmith,"Steel, Michelle"
GlaxoSmith,"Tranel, Monica"
GlaxoSmith,"Lamb, Mark"
GlaxoSmith,Movement Voter PAC
GlaxoSmith,"Sherrill, Mikie"
GlaxoSmith,"Vargas, Tony"
GlaxoSmith,"Ramaswamy, Vivek"
GlaxoSmith,AmeriPAC: The Fund for a Greater America
GlaxoSmith,"Lake, Kari"
GlaxoSmith,"Warnock, Raphael"
GlaxoSmith,West Virginia State Democratic Exec Cmte
GlaxoSmith,"Ansari, Yassamin"
GlaxoSmith,"Ehasz, Ashley"
GlaxoSmith,"Porter, Katie"
GlaxoSmith,Blue Senate PAC
GlaxoSmith,"Cruz, Ted"
GlaxoSmith,Campaign for Democracy PAC
GlaxoSmith,"Dunn, Harry"
GlaxoSmith,"Klobuchar, Amy"
GlaxoSmith,"Perez, Marie Gluesenkamp"
GlaxoSmith,Democratic Party of Wisconsin
GlaxoSmith,"Salas, Rudy"
GlaxoSmith,"Whitesides, George"
GlaxoSmith,Fair Fight PAC
GlaxoSmith,"Osborn, Dan"
GlaxoSmith,"Tlaib, Rashida"
GlaxoSmith,"Boyle, Brendan"
GlaxoSmith,"Riley, Josh"
GlaxoSmith,"Cooke, Rebecca"
GlaxoSmith,"Omar, Ilhan"
GlaxoSmith,"Duckworth, Tammy"
GlaxoSmith,"Jackson Lee, Sheila"
GlaxoSmith,"Mehta, Leslie"
GlaxoSmith,"Lee Carter, Erica"
GlaxoSmith,Early Vote Action PAC
GlaxoSmith,Democrats 2024
GlaxoSmith,"Engel, Kirsten"
GlaxoSmith,"Gray, Adam"
GlaxoSmith,"Lee, Barbara"
GlaxoSmith,Democratic Party of Montana
GlaxoSmith,"Wild, Susan"
GlaxoSmith,"Bynum, Janelle"
GlaxoSmith,"Gillen, Laura"
GlaxoSmith,"Davids, Sharice"
GlaxoSmith,"Wilson, Tamie"
GlaxoSmith,"Cao, Hung"
GlaxoSmith,"Kaplan, Anna"
GlaxoSmith,Moms Fed Up PAC
GlaxoSmith,"Golden, Jared"
GlaxoSmith,"Hammer, Trygve"
GlaxoSmith,"Scanlon, Mary Gay"
GlaxoSmith,Save America
GlaxoSmith,Michigan Democratic State Central Cmte
GlaxoSmith,"Ossoff, Jon"
GlaxoSmith,Republican Party of North Carolina
GlaxoSmith,"Raskin, Jamie"
GlaxoSmith,"Bowman, Jamaal"
GlaxoSmith,Our Great Task
GlaxoSmith,Powered By People
GlaxoSmith,"Hostettler, John"
GlaxoSmith,"Hayes, Jahana"
GlaxoSmith,End Citizens United
GlaxoSmith,"McCorkle, Ike"
GlaxoSmith,Medicare for All PAC
GlaxoSmith,"Christie, Chris"
GlaxoSmith,Retired Americans PAC
GlaxoSmith,"Lujan, Ben Ray"
GlaxoSmith,BlueWaveAmerica
GlaxoSmith,"Frost, Maxwell"
GlaxoSmith,Black Men Vote
GlaxoSmith,"Ehr, Phil"
GlaxoSmith,"Hertel, Curtis"
GlaxoSmith,"Jackson, Jeff"
GlaxoSmith,Minnesota Democratic Farmer Labor Party
GlaxoSmith,"O'brien, Michael"
GlaxoSmith,"Lee, Summer"
GlaxoSmith,"Booker, Cory"
GlaxoSmith,"Johnson, Gloria"
GlaxoSmith,Fight Like Hell PAC
GlaxoSmith,"Khanna, Ro"
GlaxoSmith,"Jayapal, Pramila"
GlaxoSmith,"Takano, Mark"
GlaxoSmith,"Hutchinson, W. Asa"
GlaxoSmith,"Stelson, Janelle"
GlaxoSmith,"Grayson, Alan"
GlaxoSmith,"Hogan, Larry"
GlaxoSmith,"Mannion, John"
GlaxoSmith,"Harris, Clemmie"
GlaxoSmith,Swing Left
GlaxoSmith,"Perelman, Jennifer"
GlaxoSmith,"Gereghty, Liz"
GlaxoSmith,"Franklin, Margaret"
GlaxoSmith,"Phillips, Dean"
GlaxoSmith,"DeLauro, Rosa"
GlaxoSmith,"Jasey, Kyle"
GlaxoSmith,"McCarthy, Kevin"
GlaxoSmith,"Masto, Catherine Cortez"
GlaxoSmith,"Bennet, Michael"
GlaxoSmith,"Christiansen, Katrina"
GlaxoSmith,"Klee Hood, Sarah"
GlaxoSmith,ActBlue Technical Services
GlaxoSmith,"Delaney, April"
GlaxoSmith,"Bohannan, Christina"
GlaxoSmith,"Gillibrand, Kirsten"
GlaxoSmith,"Crockett, Jasmine"
GlaxoSmith,"Shrewsbury, Zachary"
GlaxoSmith,Democratic Executive Cmte of Florida
GlaxoSmith,"Harris, Shawn"
GlaxoSmith,"Schumer, Charles E"
GlaxoSmith,"Gleich, Caroline"
GlaxoSmith,"Gutierrez, Roland"
GlaxoSmith,"Pilip, Mazi Melesa"
GlaxoSmith,Democratic Party of Nebraska
GlaxoSmith,"Lubin, Rob"
GlaxoSmith,"Cartwright, Matt"
GlaxoSmith,Midwest Values PAC
GlaxoSmith,"O'donnell, Sherrell"
GlaxoSmith,"Kim, David"
GlaxoSmith,Elect Dems Now PAC
GlaxoSmith,"Burrows, John"
GlaxoSmith,"Nouri, Preston"
GlaxoSmith,Senate Fight Fund
GlaxoSmith,"Valimont, Gay"
GlaxoSmith,"Goldman, Dan"
GlaxoSmith,Progressive Majority PAC             
GlaxoSmith,"Bhalla, Ravi"
GlaxoSmith,"Mcdonald Rivet, Kristen"
GlaxoSmith,"Lyerly, Kristin"
GlaxoSmith,"Teran, Raquel"
GlaxoSmith,"Flowers, Marcus"
GlaxoSmith,Democratic Party of Arkansas
GlaxoSmith,"Pelosi, Nancy"
GlaxoSmith,"Nez, Jonathan"
GlaxoSmith,"Elder, Larry"
GlaxoSmith,"Anderson, Derrick"
GlaxoSmith,Stand for America PAC
GlaxoSmith,DAGA PAC
GlaxoSmith,"Teirab, Joe"
GlaxoSmith,"Jones, Mondaire"
GlaxoSmith,"Sorensen, Eric"
GlaxoSmith,"Van Drew, Jeff"
GlaxoSmith,DASS PAC
GlaxoSmith,Liftoff PAC
GlaxoSmith,"Suozzi, Tom"
GlaxoSmith,"DeSantis, Ron"
GlaxoSmith,"Shankland, Katrina"
GlaxoSmith,"Dziados, Christopher Ryan"
GlaxoSmith,Serve America PAC
GlaxoSmith,"Vogel, Joseph"
GlaxoSmith,"Hubbard, Chuck"
GlaxoSmith,Democratic Party of Ohio
GlaxoSmith,"Lee, Susie"
GlaxoSmith,"McBath, Lucy"
GlaxoSmith,Right Side of History PAC
GlaxoSmith,"Padora, John"
GlaxoSmith,"Williams, Brian"
GlaxoSmith,"Jackson, Ronny"
GlaxoSmith,Protect Democracy Initiative
GlaxoSmith,"Comer, James"
GlaxoSmith,"O'Callaghan, Conor"
GlaxoSmith,"Duenas, Angelica"
GlaxoSmith,"Calvarese, Trisha"
GlaxoSmith,Vote Blue Majority
GlaxoSmith,Democratic Party of Tennessee
GlaxoSmith,Big Sky Values PAC
GlaxoSmith,Democratic Turnout Project PAC
GlaxoSmith,Will of the People PAC
GlaxoSmith,DLCC PAC
GlaxoSmith,PAC to the Future
GlaxoSmith,"Pinkins, Ty"
GlaxoSmith,"Swartz, Jessica"
GlaxoSmith,"Collins, Paula"
GlaxoSmith,Democratic Party of Arizona
GlaxoSmith,Operation Saving Democracy
GlaxoSmith,"Luna, Anna Paulina"
GlaxoSmith,"Underwood, Lauren A"
GlaxoSmith,"Wilson, Eric"
GlaxoSmith,"Woody, Eli"
GlaxoSmith,"Markey, Ed"
GlaxoSmith,"Trone, David"
GlaxoSmith,"Barr, Callie"
GlaxoSmith,"Banks, Jim"
GlaxoSmith,Fair Shot PAC
GlaxoSmith,"Scott, Tim"
GlaxoSmith,"Young, Diane"
GlaxoSmith,Keeping Republican Ideas Strong Timely
GlaxoSmith,"Franz, Hilary"
GlaxoSmith,"Rollins, Will"
GlaxoSmith,"Cotter Smasal, Missy"
GlaxoSmith,"Ryan, Pat"
GlaxoSmith,"Horsford, Steven"
GlaxoSmith,Courage to Change
GlaxoSmith,Truth to Power
GlaxoSmith,"Wagner, Ann"
GlaxoSmith,"Daines, Steven"
Merck,DNC Services Corp
Merck,"Harris, Kamala"
Merck,GOPAC
Merck,Democratic Congressional Campaign Cmte
Merck,"Casey, Bob"
Merck,Democratic Senatorial Campaign Cmte
Merck,"Trump, Donald"
Merck,National Republican Senatorial Cmte
Merck,National Republican Congressional Cmte
Merck,"Tester, Jon"
Merck,"Rosen, Jacky"
Merck,"Rochester, Lisa Blunt"
Merck,ActBlue Non-Federal
Merck,"Kaine, Tim"
Merck,Democratic Party of Pennsylvania
Merck,"Blackburn, Marsha"
Merck,"Scalise, Steve"
Merck,"Gottheimer, Josh"
Merck,"Johnson, Mike"
Merck,"Carter, Buddy"
Merck,"Davis, Don"
Merck,House Conservatives Fund
Merck,Together Holding Our Majority PAC
Merck,Common Sense for America PAC
Merck,"Fischer, Deb"
Merck,"Correa, Lou"
Merck,Tomorrow Is Meaningful
Merck,Building Up Democracy's Dream
Merck,Bluegrass Cmte
Merck,Lead Encourage Elect PAC
Merck,Eye of the Tiger PAC
Merck,Blue Hen PAC
Merck,Mr Southern Missourian in the House
Merck,"Guthrie, Brett"
Merck,"Schneider, Brad"
Merck,"Peters, Scott"
Merck,Alamo PAC
Merck,Heartland Values PAC
Merck,"Smith, Jason"
Merck,Common Values PAC
Merck,Continuing America's Strength & Security
Merck,Lank PAC
Merck,"Barrasso, John"
Merck,Freedom Fund
Merck,"Haley, Nikki"
Merck,"Ehasz, Ashley"
Merck,"Fitzpatrick, Brian"
Merck,"Ross, Deborah"
Merck,"Menendez, Robert"
Merck,Defend Our Conservative Senate PAC
Merck,"Arrington, Jodey"
Merck,"Sherrill, Mikie"
Merck,Impact (Schumer)
Merck,Motor City PAC
Merck,Fund for America's Future
Merck,Oorah! PAC
Merck,"Jobs, Opportunity & New Ideas PAC"
Merck,Carolina Victory Fund
Merck,"Griffith, Morgan"
Merck,First In Freedom PAC
Merck,Alabama First PAC
Merck,"Hudson, Richard"
Merck,"Curtis, John"
Merck,"Menendez, Rob"
Merck,"Murphy, Tammy"
Merck,"Bucshon, Larry"
Merck,"Smucker, Lloyd"
Merck,"Peters, Gary"
Merck,"Kean, Thomas H Jr"
Merck,"Ratevosian, Jirair"
Merck,"Houlahan, Chrissy"
Merck,"Moreno, Bernie"
Merck,"Brown, Sherrod"
Merck,"Clark, Katherine"
Merck,"Smith, Adrian"
Merck,Arkansas for Leadership
Merck,"Comer, James"
Merck,Common Ground PAC
Merck,"McCormick, Dave"
Merck,"Barragan, Nanette"
Merck,"Dean, Madeleine"
Merck,Forward Blue
Merck,"Davids, Sharice"
Merck,"McCarthy, Kevin"
Merck,"Conaway, Herb"
Merck,"Sheehy, Tim"
Merck,"Hogan, Larry"
Merck,Senate Majority PAC
Merck,"Kim, Andy"
Merck,"Foushee, Valerie"
Merck,"Rogers, Mike"
Merck,"Justice, Jim"
Merck,Big Sky Opportunity PAC
Merck,American Revival PAC
Merck,"Hirono, Mazie K"
Merck,"Emmer, Tom"
Merck,"Banks, Jim"
Merck,"Reschenthaler, Guy"
Merck,"Mullin, Kevin"
Merck,"Pou, Nelida"
Merck,Bridging the Gap
Merck,Boots PAC
Merck,Jobs Education & Families First
Merck,"Rodgers, Cathy McMorris"
Merck,"Aguilar, Pete"
Merck,"Joyce, John"
Merck,Free State PAC
Merck,Wild & Wonderful PAC
Merck,"Mrvan, Frank Jr"
Merck,Getting Stuff Done PAC
Merck,"Tillis, Thom"
Merck,"Balderson, Troy"
Merck,"Crenshaw, Dan"
Merck,Supporting House Problem Solvers
Merck,Smart Solutions PAC
Merck,People In Rural Areas Transform Elections PAC
Merck,MARSHA PAC
Merck,Reinventing a New Direction
Merck,CMR PAC
Merck,Golden State Democracy PAC
Merck,"LaHood, Darin"
Merck,"Gallego, Ruben"
Merck,"Allred, Colin"
Merck,"Tenney, Claudia"
Merck,"Wicker, Roger"
Merck,Delivers PAC
Merck,"Estes, Ron"
Merck,"Nickel, Wiley"
Merck,"Swalwell, Eric"
Merck,"Van Duyne, Beth"
Merck,"Valadao, David"
Merck,"Kelly, Mike"
Merck,"Malliotakis, Nicole"
Merck,"Krishnamoorthi, Raja"
Merck,"Wyden, Ron"
Merck,"Altman, Sue"
Merck,Republican National Cmte
Merck,"Baugh, Scott"
Merck,"Hern, Kevin"
Merck,"Obernolte, Jay"
Merck,"Murphy, Greg"
Merck,"Ferguson, Drew"
Merck,"Feenstra, Randy"
Merck,"Miller-Meeks, Mariannette"
Merck,"Cassidy, Bill"
Merck,"Mucarsel-Powell, Debbie"
Merck,"Meng, Grace"
Merck,"Porter, Katie"
Merck,Luchadora PAC                                     
Merck,"Coleman, Bonnie Watson"
Merck,"Harshbarger, Diana"
Merck,Beyond Thoughts & Prayers PAC
Merck,"Eshoo, Anna"
Merck,Dakota PAC
Merck,"Harris, Andy"
Merck,TKJ PAC
Merck,"Ricketts, Pete"
Merck,"Auchincloss, Jake"
Merck,"Strickland, Marilyn"
Merck,Reclaim America PAC
Merck,Greater Tomorrow PAC
Merck,"Foxx, Virginia"
Merck,"Kelly, Robin"
Merck,"Steel, Michelle"
Merck,"Cole, Tom"
Merck,"Heinrich, Martin"
Merck,"Cardenas, Tony"
Merck,"Miller, Carol"
Merck,"Simpson, Mike"
Merck,"Bacon, Donald John"
Merck,"Cherfilus-McCormick, Sheila"
Merck,"McGarvey, Morgan"
Merck,"Mackenzie, Ryan"
Merck,"Baldwin, Tammy"
Merck,Democratic Party of Kansas
Merck,"Fetterman, John"
Merck,"Scanlon, Mary Gay"
Merck,"Meeks, Gregory"
Merck,"Sewell, Terri"
Merck,"Veasey, Marc"
Merck,"Dunn, Neal"
Merck,One for All Cmte
Merck,"Pascrell, Bill Jr"
Merck,"Costa, Jim"
Merck,"DelBene, Suzan"
Merck,"Bera, Ami"
Merck,"Moore, Blake"
Merck,Republican Federal Cmte of Pennsylvania
Merck,"Moolenaar, John"
Merck,"Kuster, Ann"
Merck,"Slotkin, Elissa"
Merck,"Chavez-Deremer, Lori"
Merck,"Ocasio-Cortez, Alexandria"
Merck,Democratic Party of Wisconsin
Merck,Democratic Party of North Carolina
Merck,"Sanders, Bernie"
Merck,"Jeffries, Hakeem"
Merck,"Alsobrooks, Angela"
Merck,"Mcdonald Rivet, Kristen"
Merck,"Mann, Tracey"
Merck,"Buchanan, Vernon"
Merck,"Kim, Young"
Merck,"Latimer, George"
Merck,"Omar, Ilhan"
Merck,"Schiff, Adam"
Merck,Democratic Party of Tennessee
Merck,Democratic Party of Arizona
Merck,"Wild, Susan"
Merck,"Williamson, Marianne"
Merck,"Bush, Cori"
Merck,Democratic Party of Virginia
Merck,Democratic Party of New Hampshire
Merck,"Osborn, Dan"
Merck,"McBride, Sarah"
Merck,Democratic Party of Ohio
Merck,Massachusetts Democratic State Cmte
Merck,"Ramaswamy, Vivek"
Merck,Democratic Party of Nebraska
Merck,Democratic Party of Arkansas
Merck,"Johnson, Drew"
Merck,"Lawler, Mike"
Merck,"Christie, Chris"
Merck,State Democratic Exec Cmte of Alabama
Merck,North Dakota Democratic-Nonpartisan League Party  
Merck,Democratic State Central Cmte/Louisiana
Merck,Missouri Democratic State Cmte
Merck,Democratic Party of Oregon
Merck,Democratic Party of Vermont
Merck,Michigan Democratic State Central Cmte
Merck,Democratic Party of Iowa
Merck,Connecticut Democratic State Central Cmte
Merck,Democratic Party of Maine
Merck,Democratic Party of Oklahoma
Merck,Democratic Party of Alaska
Merck,Democratic Party of Nevada
Merck,Kentucky State Dem Central Exec Cmte
Merck,Democratic State Central Cmte/Maryland
Merck,Wyoming State Democratic Central Cmte
Merck,Democratic Party of South Carolina
Merck,Democratic Party of Montana
Merck,New Jersey Democratic State Cmte
Merck,Rhode Island Democratic State Cmte
Merck,Democratic Party of Mississippi
Merck,Democratic Party of New Mexico
Merck,Democratic Party of the District of Columbia
Merck,Minnesota Democratic Farmer Labor Party
Merck,Georgia Federal Elections Cmte
Merck,New York State Democratic Cmte
Merck,Democratic Party of Colorado
Merck,West Virginia State Democratic Exec Cmte
Merck,Democratic Executive Cmte of Florida
Merck,Democratic Party of Texas
Merck,Indiana Democratic Congressional Victory Cmte
Merck,Democratic Party of South Dakota
Merck,Democratic Party of Illinois
Merck,Democratic Party of Idaho
Merck,Democratic Party of California
Merck,Utah State Democratic Cmte
Merck,Washington State Democratic Central Cmte
Merck,Democratic Party of Delaware
Merck,Democratic Party of Hawaii
Merck,Movement Voter PAC
Merck,"Harder, Josh"
Merck,"Yakym, Rudy"
Merck,"Vindman, Yevgeny 'Eugene'"
Merck,Republican Party of Virginia
Merck,"Reed, Jack"
Merck,"Wenstrup, Brad"
Merck,"Serrano Glassner, Christine"
Merck,"Latta, Bob"
Merck,"Kilmer, Derek"
Merck,"Armstrong, Kelly"
Merck,"Pfluger, August"
Merck,"Sanchez, Linda"
Merck,"Pence, Greg"
Merck,"Hickenlooper, John"
Merck,"Cammack, Kat"
Merck,Americans for Prosperity Action
Merck,"DeGette, Diana"
Merck,"Duncan, Jeff"
Merck,"Schweikert, David"
Merck,"McHenry, Patrick"
Merck,"Steube, Greg"
Merck,"Harper, Hill"
Merck,Fight Like Hell PAC
Merck,"Pelosi, Nancy"
Merck,"Kennedy, Robert F Jr."
Merck,AmeriPAC: The Fund for a Greater America
Merck,"Gaetz, Matt"
Merck,Campaign for Democracy PAC
Merck,Democrats 2024
Merck,PAC to the Future
Merck,Powered By People
Merck,"Warnock, Raphael"
Merck,The Lincoln Project
Merck,"Lee, Summer"
Merck,"Agwan, Pervez"
Merck,"DeSantis, Ron"
Merck,"Jones, Mondaire"
Merck,"Booker, Cory"
Merck,"Scott, Tim"
Merck,Early Vote Action PAC
Merck,"Bowman, Jamaal"
Merck,"Stelson, Janelle"
Merck,"Ansari, Yassamin"
Merck,"Cruz, Ted"
Merck,"Greene, Marjorie Taylor"
Merck,"Uygur, Cenk"
Merck,"Campos-Medina, Patricia"
Merck,"Dunn, Harry"
Merck,"Frisch, Adam"
Merck,"Khairullah, Mohamed"
Merck,"Garcia, Mike"
Merck,314 Action Fund
Merck,Michael Rulli for Ohio State Senate
Merck,"Simon, Lateefah"
Merck,Committee to Protect Medicare
Merck,"Etchison, Shelane"
Merck,"Smith, Chris"
Merck,"Hutchinson, W. Asa"
Merck,"Tlaib, Rashida"
Merck,"Rollins, Will"
Merck,"Lee, Mike"
Merck,"Ossoff, Jon"
Merck,DLCC PAC
Merck,"Lieu, Ted"
Merck,New Jersey Republican State Cmte
Merck,"Kunce, Lucas"
Merck,"Martinez, Tekesha"
Merck,Justice Democrats
Merck,Republican Party of Arizona
Merck,"Frost, Maxwell"
Merck,November Coalition
Merck,"Jayapal, Pramila"
Merck,"Kelly, Mark"
Merck,"Morse, Jessica"
Merck,"Ellzey, Jake"
Merck,"Klee Hood, Sarah"
Merck,"Gutierrez, Roland"
Merck,Retired Americans PAC
Merck,"Stein, Jill"
Merck,"Cartwright, Matt"
Merck,"Salinas, Andrea"
Merck,"Chu, Judy"
Merck,"Greene-Scott, Marquette"
Merck,"Low, Evan"
Merck,Red Senate PAC
Merck,"Hawley, Josh"
Merck,"Smith, Chuck"
Merck,"Lythcott-Haims, Julie"
Merck,Congressional Leadership Fund
Merck,Save America
Merck,"Christiansen, Katrina"
Merck,"Masto, Catherine Cortez"
Merck,ActBlue Technical Services
Merck,Moms Fed Up PAC
Merck,"Lyerly, Kristin"
Merck,"Whitehouse, Sheldon"
Merck,"Forte, Tina"
Merck,"Warren, Elizabeth"
Merck,"Herrell, Yvette"
Merck,"Salerno, Joe"
Merck,Emerge America
Merck,"Beydoun, Nasser"
Merck,"Peltola, Mary"
Merck,"Grayson, Alan"
Merck,"Crockett, Jasmine"
Merck,"Kim, David"
Merck,Fair Fight PAC
Merck,"Duenas, Angelica"
Merck,"Lee, Barbara"
Merck,"Duckworth, Tammy"
Merck,Defend Freedom Inc
Merck,"Deford, Mac"
Merck,"Perez, Marie Gluesenkamp"
Merck,Midwest Values PAC
Merck,"Lake, Kari"
Merck,"Johnson, Gloria"
Merck,"Murphy, Christopher S"
Merck,Black Men Vote
Merck,"Bhalla, Ravi"
Merck,"Boebert, Lauren"
Merck,Our Great Task
Merck,"Gillibrand, Kirsten"
Merck,Blue Senate PAC
Merck,"Hassan, Maggie"
Merck,"Van Orden, Derrick"
Merck,"Pilip, Mazi Melesa"
Merck,Libertarian National Cmte
Merck,"Bashir, Aaron"
Merck,"Deaton, John"
Merck,"Vasquez, Gabe"
Merck,"Sykes, Emilia"
Merck,"Golden, Jared"
Merck,"Suozzi, Tom"
Merck,"Johnson, Ron"
Merck,"Siddiqi, Imraan"
Merck,"Ahmad, Mahnoor"
Merck,"Vartan Iii, Gregory"
Merck,"Davey, Michael"
Merck,"Evans, Dwight"
Merck,"Figures, Shomari"
Merck,"Manchin, Joe"
Merck,"Jackson, Ronny"
Merck,"Gray, Adam"
Merck,"Powell, Rhonda"
Merck,"Zinke, Ryan"
Merck,"Caraveo, Yadira"
Merck,"Bank, Bernadine"
Merck,"Johnson, Julie"
Merck,"Dahan, Liz"
Merck,New York Republican Federal Campaign Cmte
Merck,"Hamadeh, Abraham"
Merck,"Moskowitz, Jared"
Merck,"Schumer, Charles E"
Merck,"Nouri, Preston"
Merck,"Phillips, Dean"
Merck,"Calvarese, Trisha"
Merck,End Citizens United
Merck,"Brown, Sam"
Merck,"Britt, Katie Boyd"
Merck,"Shrewsbury, Zachary"
Merck,"Crane, Eli"
Merck,"Garvey, Steve"
Merck,"Pugh, Pamela"
Merck,Elect Dems Now PAC
Merck,El Sueno Americano
Merck,"Nez, Jonathan"
Merck,Voters First Victory Fund
Merck,"Kleinmann, Matthew"
Merck,"Collins, Kina"
Merck,Gen-Democracy PAC
Merck,"Hageman, Harriet"
Merck,"McConnell, Mitch"
Merck,"Wilson, Eric"
Merck,"Ehr, Phil"
Merck,"Williams, Lily Tang"
Merck,"Hafif, Gregory"
Merck,"Walker, Christopher"
Merck,"Abid, Zerqa"
Merck,"Elder, Larry"
Merck,"Van Drew, Jeff"
Merck,"O'brien, Michael"
Merck,"Rashid, Qasim"
Merck,"Pence, Mike"
Merck,Champion American Values
Merck,"McCorkle, Ike"
Merck,Swing Left
Merck,"Martin, Isaiah"
Merck,Common Defense Action Fund
Merck,"Riley, Josh"
Merck,"Raskin, Jamie"
Merck,"Gleich, Caroline"
Merck,"Cooke, Rebecca"
Merck,"Burrows, John"
Merck,Serve America PAC
Merck,Medicare for All PAC
Merck,"Budd, Ted"
Merck,"Mehta, Leslie"
Merck,Battleground New York
Merck,"Jackson, Jeff"
Merck,"Whitesides, George"
Merck,"Harris, Shawn"
Merck,"Castro, Joaquin"
Merck,"Mannion, John"
Merck,"Hook Dr., Kristin"
Merck,API Pennsylvania Votes
Merck,"Warner, Mark"
Merck,"Donalds, Byron"
Merck,"Balint, Becca"
Merck,"Gillen, Laura"
Merck,"Bynum, Janelle"
Merck,"Shaheen, Jeanne"
Merck,Republican Party of California
Merck,"Pressley, Ayanna"
Merck,"Wilson, Tamie"
Merck,"Hertel, Curtis"
Merck,"Kinniebrew, Royce Mr"
Merck,"Valimont, Gay"
Merck,"Klacik, Kimberly"
Merck,"Kennedy, John"
Merck,"Garcia, Robert"
Merck,The Long Run PAC
Merck,"Deluzio, Christopher"
Merck,"Hines, Bo"
Merck,"Flores, Mayra"
Merck,"Masters, Blake"
Merck,"Flowers, Marcus"
Merck,"Torres, Ritchie"
Merck,"Klobuchar, Amy"
Merck,"Shankland, Katrina"
Merck,Cedar Key Progress
Merck,"Cotter, William"
Merck,"James, John"
Merck,"Cao, Hung"
Merck,"Gilberry, Wallace"
Merck,"Kaplan, Anna"
Merck,BlueWaveAmerica
Merck,Democratic Turnout Project PAC
Merck,"Bennet, Michael"
Merck,"Dziados, Christopher Ryan"
Merck,"Hammer, Trygve"
Merck,"Schultz, Debbie Wasserman"
Merck,"Bost, Mike"
Merck,"Burgum, Doug"
Merck,Truth to Power
Merck,"Johnson, Hank"
Merck,"Hovde, Eric"
Merck,"Hunt, Wesley"
Merck,Her Time PAC
Merck,"Jacobs, Sara"
Merck,"Rose, John"
Merck,Field Team Six
Merck,Retired Dems 2024
Merck,"Landsman, Greg"
Merck,"Sorensen, Eric"
Merck,"Ryan, Pat"
Merck,"Williams, Brian"
Merck,"Levin, Mike"
Merck,"Craig, Angie"
Novartis,"Harris, Kamala"
Novartis,GOPAC
Novartis,"Trump, Donald"
Novartis,Democratic Lieutenant Governors Assn
Novartis,DNC Services Corp
Novartis,Democratic Senatorial Campaign Cmte
Novartis,"Gottheimer, Josh"
Novartis,"Guthrie, Brett"
Novartis,Impact (Schumer)
Novartis,"Blackburn, Marsha"
Novartis,Bluegrass Cmte
Novartis,Together Holding Our Majority PAC
Novartis,Democratic Congressional Campaign Cmte
Novartis,"Sherrill, Mikie"
Novartis,"Tester, Jon"
Novartis,"Casey, Bob"
Novartis,"Rochester, Lisa Blunt"
Novartis,ActBlue Non-Federal
Novartis,"Hudson, Richard"
Novartis,"Joyce, John"
Novartis,"Cassidy, Bill"
Novartis,Eye of the Tiger PAC
Novartis,"Allred, Colin"
Novartis,"Kaine, Tim"
Novartis,"Clark, Katherine"
Novartis,"Aguilar, Pete"
Novartis,"LaHood, Darin"
Novartis,Supporting House Problem Solvers
Novartis,"Low, Evan"
Novartis,"Smith, Jason"
Novartis,"Peters, Scott"
Novartis,"Davis, Don"
Novartis,"McCarthy, Kevin"
Novartis,"Kuster, Ann"
Novartis,Blue Hen PAC
Novartis,"Marshall, Roger"
Novartis,Boots PAC
Novartis,"Rodgers, Cathy McMorris"
Novartis,"Rosen, Jacky"
Novartis,"Horsford, Steven"
Novartis,"Carter, Buddy"
Novartis,"Goldman, Craig"
Novartis,"Gallego, Ruben"
Novartis,"Coons, Chris"
Novartis,"Menendez, Robert"
Novartis,"Crenshaw, Dan"
Novartis,Treasure State PAC
Novartis,"Bucshon, Larry"
Novartis,"Schneider, Brad"
Novartis,"Coleman, Bonnie Watson"
Novartis,"Barragan, Nanette"
Novartis,"Moore, Blake"
Novartis,Building Up Democracy's Dream
Novartis,"Hern, Kevin"
Novartis,"Feenstra, Randy"
Novartis,"Murphy, Greg"
Novartis,"Van Duyne, Beth"
Novartis,"Kaul, Krystle"
Novartis,"Vartan Iii, Gregory"
Novartis,"Hill, Terri"
Novartis,"Tlaib, Rashida"
Novartis,"Brown, Sherrod"
Novartis,Republican National Cmte
Novartis,"Schweikert, David"
Novartis,"Dunn, Neal"
Novartis,"Bera, Ami"
Novartis,Big Sky Opportunity PAC
Novartis,Carolina Victory Fund
Novartis,"DeGette, Diana"
Novartis,"Griffith, Morgan"
Novartis,Idaho Conservative Growth Fund
Novartis,Every Vote PAC
Novartis,"Crapo, Mike"
Novartis,"Ferguson, Drew"
Novartis,"Malliotakis, Nicole"
Novartis,"Dexter, Maxine"
Novartis,Heartland Values PAC
Novartis,"Hirono, Mazie K"
Novartis,Motor City PAC
Novartis,"Miller-Meeks, Mariannette"
Novartis,Innovation PAC
Novartis,I Got Your Back PAC
Novartis,Continuing America's Strength & Security
Novartis,Victory by Investing Building & Empowering PAC
Novartis,"Pascrell, Bill Jr"
Novartis,"Barrasso, John"
Novartis,"Haley, Nikki"
Novartis,"Porter, Katie"
Novartis,"Khanna, Ro"
Novartis,"Wild, Susan"
Novartis,"Mrvan, Frank Jr"
Novartis,"Nickel, Wiley"
Novartis,"Subramanyam, Suhas"
Novartis,"Comer, James"
Novartis,"Alsobrooks, Angela"
Novartis,"Sewell, Terri"
Novartis,Common Values PAC
Novartis,Alamo PAC
Novartis,"Buchanan, Vernon"
Novartis,"Correa, Lou"
Novartis,Beyond Thoughts & Prayers PAC
Novartis,"Smucker, Lloyd"
Novartis,"Menendez, Rob"
